Brand Name;Parent Company;If Parent Company does not appear automatically or needs correction, please add here.;Item Description;Type of Product;Type of Material;Layers;Total Count;City;Provinces;Time of Audit;Type of Audit;Specifics of Audit
UNKNOWN;Unbranded;;;FP;LDPE;ML;12;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
MINTZ;Orang Tua;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
KOPI ABC;Santos Jaya Abadi;;;FP;LDPE;ML;19;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
JAGUAR;;UNKNOWN;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
NGETOP;CRU Indonesia;;;FP;LDPE;ML;6;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
RINSO;Unilever;;;PC;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
HAZELINE;;PT. JAYA UTAMA SANTIKAH;;PC;HDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
COCO PUFF;;UNIVERSAL INDOFOOD;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
CEREMONY;;PT. DEWATA SUKSES PERKASA;;SM;O;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
CHIPS RIBUT;cv ribut snack;;;FP;LDPE;ML;3;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
KIT KAT;Hershey Company;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
MIGI;Sari Murni Jaya;;;FP;LDPE;ML;5;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
KALPA;Mayora Indah;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
ZINC;PT Lion Wings;;;PC;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
CAMELO;Sumber Tirta Pamenang;;;SM;O;ML;2;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
SAMPOERNA MILD;Philip Morris International;;;SM;O;ML;2;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
GEO MILD;Djarum;;;SM;O;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
DJI SAM SOE;HM Sampoerna, Tbk;;;SM;O;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
BULLS;Abadi Maju Sigaret;;;SM;O;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
DJARUM;Djarum Indonesia;;;SM;O;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
SURYA;Gudang Garam Tbk.;;;SM;O;ML;4;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
TALI JAGAT;;PT. BENTOEL;;SM;O;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
MIE SUKSES;Wings;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
CHIKI;Indofood;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
MASAKO;Ajinomoto;;;FP;LDPE;ML;9;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;;PC;HDPE;ML;5;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
CLOUD 9;Universal Robina Corporation;;;FP;LDPE;ML;2;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
JETZ;Indofood;;;FP;LDPE;ML;2;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
MINYAKITA;;PT. BINA KARYA PRIMA;;FP;PS;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
SLAI OLAI;Mayora Indah;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
CHOCO CHIPS;Simba;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
PUSAN;;PT. PUSAN MANIS MULIA;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
MIE SEDAP;Wings;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
MINYAK GORENG FORTUNE;;PT. SARI AGROTAMA PERSADA;;FP;PS;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
SALT CHEESE;Khong Guan;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
M&M'S;Mars, Incorporated;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
MIKAKO;Rubber Snack Industry;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
YALE YALE;;SARI MURNI GROUP;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
GO POTATO;Siantar Top;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
KHONG GUAN;Khong Guan;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
BIO AQUA;;PT PERMATA INDO KAV;;PC;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
KULKUL;Indolakto;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
FITOZZ;;UNKNOWN;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
SARIWANGI;Unilever;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
MAGNUM;Unilever;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
RINSO;Unilever;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
CUP CUP SNACK;;PT. BRU;;FP;LDPE;ML;2;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
CLEAR;Unilever;;;PC;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
ROSARIA;;PT. UBM;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
AQUA;Danone;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
PRABHUDH BHARATH;;UNKNOWN;;SM;O;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
ANTANGIN;Deltomed Laboratories;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
PIE SUSU CHANDRA;Pie Susu Chandra;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
SM BERAS;;UNKNOWN;;FP;O;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
CLOSE UP;Colgate-Palmolive;;;PC;HDPE;ML;3;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
SYSTEMA;Lion Corporation;;;PC;HDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
KOMIX;Bintang Toedjoe;;;PC;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
MIE SEDAP;Wings;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
GERY;Garuda Food;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
WAFER ROLL;;PT. MANOHARA ASRI;;FP;LDPE;ML;4;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
SMAX RING;Pacific Food Indonesia;;;FP;LDPE;ML;2;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
ROMA;Mayora Indah;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
INTERNATIONAL CHOCOLATE;;UNKNOWN;;FP;LDPE;ML;2;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
KODOMO;;PT. INDAH JAYA INDONESIA;;PC;HDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
TWISTKO;European Snack Food Co.,Ltd.;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
SUPERCO;Khong Guan;;;FP;LDPE;ML;3;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
PANTENE;Colgate-Palmolive;;;PC;LDPE;ML;2;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
MINYAK KN;;UNKNOWN;;FP;PS;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
TEH KOTAK;Ultrajaya;;;FP;O;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
HP ROKOK;;UNKNOWN;;SM;O;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
HOT HOT POP;Bronson;;;FP;LDPE;ML;2;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
CHOKI CHOKI;Mayora Indah;;;FP;LDPE;ML;2;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
OISHI;Liwayway Holdings Company Limited;;;FP;LDPE;ML;2;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
DILAN;;MAYORA INDAH;;FP;LDPE;ML;2;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
PROTEX;Colgate-Palmolive;;;PC;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
CHARM;Unbranded;;;PC;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
KUKIS KELAPA;Kokola;;;FP;LDPE;ML;2;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
BON CABE;Kobe;;;FP;LDPE;ML;2;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
MAXICORN;;INDOFOOD FORTUNA MAKMUR;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
BISKUIT OREO;;PT. MONDELEZ INDONESIA MANUFACTURING;;FP;LDPE;ML;3;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
PEPSODENT;Unilever;;;PC;HDPE;ML;10;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
GET GIT WAFER;;UNKNOWN;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
GOOD TIME;Arnott's;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
KAPAL API;Santos Jaya Abadi;;;FP;LDPE;ML;2;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
INDOMIE;Indofood;;;FP;LDPE;ML;4;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
SUNLIGHT;Unilever;;;HP;LDPE;ML;2;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
SPIX;Siantar Top;;;FP;LDPE;ML;15;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
GARUDA;Tudung Group;;;FP;LDPE;ML;3;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
KWACI;;UNKNOWN;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
LUWAK KOPI MURNI;;PT. SAKTISETIA SANTOSA;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
HYDRO COCO;Kalbe Farma Tbk;;;FP;O;ML;3;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
CIMORY;Mountain Dairy;;;FP;O;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
SARI KACANG HIJAU;Ultrajaya;;;FP;O;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
TANGO;Tango;;;FP;LDPE;ML;3;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
LAZERY YOGURT;;PT. UNION FOODS;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
CHOCOMANIA COOKIES;;UNKNOWN;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
GERY SALUT;Garuda Food;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
SO KLIN;Wings;;;PC;LDPE;ML;3;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;;PC;HDPE;ML;7;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
KHE KHE KUACI;;PT. GUMINDO BOGA MANIS;;FP;LDPE;ML;4;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
CIMORY;Mountain Dairy;;;FP;LDPE;ML;1;Denpasar;Bali;24/09/2023;Outdoor;Coast/Shoreline
PARAMEX;Konimex;;MEDICINE;HP;PET;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
TANOMARA SILKY;;PT Jaya Utama Santikah;HANDBODY;PC;HDPE;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
CLEAR;Unilever;;SHAMPOO;PC;HDPE;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
KRATINGDAENG;Asia Health Energi Beverages;;BEVERAGE;FP;O;SL;14;Kuningan;West Java;23/09/2023;Outdoor;Mountain
BEAR BRAND;Nestle;;SUSU;FP;O;SL;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
COCA COLA;The Coca-Cola Company;;BEVERAGE;FP;O;SL;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
LARUTAN CAP KAKI TIGA;Kino;;BEVERAGE;FP;O;SL;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UC 1000;Djojonegoro;;BEVERAGE;FP;O;SL;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
PRONAS;;PT. Canning Indonesian Products ;CORNET;FP;O;SL;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
ANGGUR PUTIH;;PT. Dewata Kencana Distribusi;BEVERAGE;FP;O;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
HEMAVITON;Tempo Scan Pacific;;BEVERAGE;FP;O;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
TUJUH KURMA;;PT Jaya Utama Santikah;BEVERAGE;FP;O;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MIE SAKURA;;INDOFOOD;INSTANT NOODLES;FP;O;ML;15;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MIE ABC;;PT ABC PRESIDENT INDONESIA;INSTANT NOODLES;FP;O;ML;15;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MIE GAGA;Jakarana Tama;;INSTANT NOODLES;FP;O;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MIE GELAS;Mayora Indah;;INSTANT NOODLES;FP;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SHIN RAMYUN;NONGSHIM;;INSTANT NOODLES;FP;O;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MIE SUKSES;Wings;;INSTANT NOODLES;FP;O;ML;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MIE TIP TOP;;PT RADJAWALI FOOD;INSTANT NOODLES;FP;O;ML;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MIE BONCABE;;PT KOBE;INSTANT NOODLES;FP;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MIE SEDAP;Wings;;INSTANT NOODLES;FP;O;ML;20;Kuningan;West Java;23/09/2023;Outdoor;Mountain
INDOMIE;Indofood;;INSTANT NOODLES;FP;O;ML;138;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SARIMI;Indofood;;INSTANT NOODLES;FP;O;ML;9;Kuningan;West Java;23/09/2023;Outdoor;Mountain
AQUA;Danone;;MINERAL WATER;FP;PP;SL;99;Kuningan;West Java;23/09/2023;Outdoor;Mountain
LE MINERALE;Mayora Indah;;MINERAL WATER;FP;PP;SL;37;Kuningan;West Java;23/09/2023;Outdoor;Mountain
FLORIDINA;Wings Indonesia;;MINERAL WATER;FP;PP;SL;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
CAIGUN;;PT. SARANA SUMBER TIRTA;CUP;FP;PP;SL;41;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SHANIN;;PT. SUMBER MINERAL INDAH;CUP;FP;PP;SL;20;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SHOPIA;;PT. TRISAKTI MAKMUR ABADI;CUP;FP;PP;SL;40;Kuningan;West Java;23/09/2023;Outdoor;Mountain
FRUIT TEA;Sinar Sosro;;BOTTLE;FP;PP;SL;7;Kuningan;West Java;23/09/2023;Outdoor;Mountain
JAVANA;Wings;;BOTTLE;FP;PP;SL;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
AQUA;Danone;;CUP;FP;PP;SL;15;Kuningan;West Java;23/09/2023;Outdoor;Mountain
TIRTA;;PERUMDA AIR MINUM TIRTA RAHARJA;CUP;FP;PP;SL;15;Kuningan;West Java;23/09/2023;Outdoor;Mountain
AZIZA;;CV Tirta Mekar KUNINGAN;CUP;FP;PP;SL;51;Kuningan;West Java;23/09/2023;Outdoor;Mountain
AQUA;Danone;;KARDUS KEMASAN;FP;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;PIRING MAKANAN MIKA;FP;PS;SL;35;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;GELAS KERTAS;FP;PS;ML;74;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;STEREFOAM MAKANAN;FP;PS;SL;71;Kuningan;West Java;23/09/2023;Outdoor;Mountain
POP MIE;Indofood;;MIE KEMASAN;FP;PS;SL;31;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;GELAS PLASTIK;FP;PS;SL;11;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MIE SEDAP;Wings;;MAKANAN;FP;PS;ML;16;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MIE GAGA;Jakarana Tama;;MAKANAN;FP;PS;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;TUTUP GELAS;FP;PS;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;STEREFOAM;FP;PS;ML;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
AQUA;Danone;;BOTTLE;FP;PET;SL;62;Kuningan;West Java;23/09/2023;Outdoor;Mountain
LE MINERALE;Mayora Indah;;BOTTLE;FP;PET;SL;38;Kuningan;West Java;23/09/2023;Outdoor;Mountain
PRAJA;;CV. PRAJA MANDIRI;BOTTLE;FP;PET;SL;23;Kuningan;West Java;23/09/2023;Outdoor;Mountain
AZIZA;;CV Tirta Mekar KUNINGAN;BOTTLE;FP;PP;SL;77;Kuningan;West Java;23/09/2023;Outdoor;Mountain
TIRTA;;PERUMDA AIR MINUM TIRTA RAHARJA;BOTTLE;FP;PP;SL;23;Kuningan;West Java;23/09/2023;Outdoor;Mountain
BATAVIA;Indomultimas Perkasa;;BOTTLE;FP;PP;SL;18;Kuningan;West Java;23/09/2023;Outdoor;Mountain
FRUIT TEA;Sinar Sosro;;SOFTDRINK;FP;PET;SL;9;Kuningan;West Java;23/09/2023;Outdoor;Mountain
COCA COLA;The Coca-Cola Company;;SOFTDRINK;FP;PET;SL;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
FLORIDINA;Wings Indonesia;;SOFTDRINK;FP;PET;SL;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
CRYSTALLINE;Orang Tua;;BOTTLE;FP;PET;SL;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
PURE LIFE;Nestle;;BOTTLE;FP;PET;SL;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
TEH PUCUK;Mayora Indah;;BOTTLE;FP;PET;SL;5;Kuningan;West Java;23/09/2023;Outdoor;Mountain
INDOMARET;Indomarco Prismatama;;PLASTIC BAGS;HP;LDPE;SL;30;Kuningan;West Java;23/09/2023;Outdoor;Mountain
ALFAMART;Alfamart;;PLASTIC BAGS;HP;LDPE;SL;23;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;PLASTIC BAGS;HP;LDPE;SL;45;Kuningan;West Java;23/09/2023;Outdoor;Mountain
FAM FROZEN FOOD;Unbranded;;PLASTIC BAGS;HP;LDPE;SL;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
PLASTIK YOGYA;;YOGYA;PLASTIC BAGS;HP;LDPE;SL;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;FOOD PACKAGING;FP;LDPE;SL;7;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;PLASTIC BAGS POLIMER;HP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;PLASTIC BAGS;HP;LDPE;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
HOLLAND BAKERY;Holland Bakery Indonesia;PT MUSTIKA CITRA RASA;PLASTIC BAGS;FP;LDPE;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;PLASTIC BAGS;HP;LDPE;SL;31;Kuningan;West Java;23/09/2023;Outdoor;Mountain
PILUS GARUDA;Tudung Group;;FOOD PACKAGING;FP;LDPE;ML;8;Kuningan;West Java;23/09/2023;Outdoor;Mountain
OISHI PILLOW;;PT. Liwayway;FOOD PACKAGING;FP;LDPE;ML;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
NEXTAR;Nabati;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SUKI;Siantar Top;;FOOD PACKAGING;FP;LDPE;ML;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
CEDEA DUMPLING;;PT CitraDimensi Arthali;FOOD PACKAGING;FP;LDPE;SL;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
GOOD TIME;Arnott's;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SALAM SCALOP;;CV pangan berkah sentosa;FOOD PACKAGING;FP;LDPE;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
BAMBOE ASIA;;PT bamboe indonesia;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SUPER BUBUR;Mayora Indah;;FOOD PACKAGING;FP;LDPE;ML;7;Kuningan;West Java;23/09/2023;Outdoor;Mountain
KALPA;Mayora Indah;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SOSIS GEBOI;;PT Petra Sejahtera Abadi ;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
AJISUKA PILUS;;PT TRIO RASA MAS;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MAMA LEMON;Lion Wings;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
GERY SALUT;Garuda Food;;FOOD PACKAGING;FP;LDPE;ML;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
GORIORIO;Siantar Top;;FOOD PACKAGING;FP;LDPE;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
ROMA MALKIST;Mayora Indah;;FOOD PACKAGING;FP;LDPE;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;FOOD PACKAGING;FP;O;SL;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SUPER STAR;Mayora Indah;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
BISKUAT;Mega global food;;FOOD PACKAGING;FP;LDPE;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
TICTAC;Dua Kelinci;;FOOD PACKAGING;FP;LDPE;ML;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;FOOD PACKAGING;FP;O;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
OISHI SPONGE;Liwayway Holdings Company Limited;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
OREO;Dongsuh Foods;;FOOD PACKAGING;FP;LDPE;ML;6;Kuningan;West Java;23/09/2023;Outdoor;Mountain
BETTER;Mayora Indah;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SARI GANDUM;Mayora Indah;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SLAI OLAI;Mayora Indah;;FOOD PACKAGING;FP;LDPE;ML;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;unbranded;;FOOD PACKAGING;FP;O;SL;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
AOKA;Indonesia Bakery Family;;FOOD PACKAGING;FP;LDPE;SL;13;Kuningan;West Java;23/09/2023;Outdoor;Mountain
KACANG BELEDUG;;PT. Pandowo Utomo Food;FOOD PACKAGING;FP;LDPE;ML;5;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MINI PAU;;PT Sukanda Djaya;FOOD PACKAGING;FP;LDPE;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
GARUDA ROSTA;Garuda Food;;FOOD PACKAGING;FP;LDPE;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
TANGO;Tango;;FOOD PACKAGING;FP;LDPE;ML;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
BENG BENG;Mayora Inda;;FOOD PACKAGING;FP;LDPE;ML;11;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;FOOD PACKAGING;FP;O;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MOMOTARO;PT Indonesia Bakery Family;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SARI ROTI;Nippon Indosari Corpindo;;FOOD PACKAGING;FP;LDPE;ML;7;Kuningan;West Java;23/09/2023;Outdoor;Mountain
REBO;Gumindo Bogamanis;;FOOD PACKAGING;FP;LDPE;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;FOOD PACKAGING;FP;O;SL;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
NABATI;Nabati Group.;;FOOD PACKAGING;FP;LDPE;ML;8;Kuningan;West Java;23/09/2023;Outdoor;Mountain
NISSIN;Monde M.Y. San Corporation;;FOOD PACKAGING;FP;LDPE;SL;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
HELLO PANDA;Meiji Holdings Co., Ltd;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
