Brand Name;Parent Company;If Parent Company does not appear automatically or needs correction, please add here.;Item Description;Type of Product;Type of Material;Layers;Total Count;City;Provinces;Time of Audit;Type of Audit;Specifics of Audit
CHOCO PIE;Lotte Confectionary Co;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
CHITATO;Indofood;;FOOD PACKAGING;FP;LDPE;ML;11;Kuningan;West Java;23/09/2023;Outdoor;Mountain
POTA BEE;Wings;;FOOD PACKAGING;FP;LDPE;ML;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
KUSUKA;CV Arira Pangindo;;FOOD PACKAGING;FP;LDPE;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
FRENCH FRIES;Siantar Top;;FOOD PACKAGING;FP;LDPE;ML;6;Kuningan;West Java;23/09/2023;Outdoor;Mountain
QTELA;Indofood;;FOOD PACKAGING;FP;LDPE;ML;8;Kuningan;West Java;23/09/2023;Outdoor;Mountain
BON CABE;Kobe;;FOOD PACKAGING;FP;LDPE;ML;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
OISHI;Liwayway Holdings Company Limited;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
HAPPY TOS;Sinar Kencana Agung;;FOOD PACKAGING;FP;LDPE;ML;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SUKRO;Dua Kelinci;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
CHIKI TWIST;;PT Indofood CBP Sukses Makmur Tbk;FOOD PACKAGING;FP;LDPE;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MAXICORN;;PT Indofood CBP Sukses Makmur Tbk;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
PIATTOS;Universal Robina Corporation;;FOOD PACKAGING;FP;LDPE;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;FOOD PACKAGING;FP;O;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
KRIS BEE;Calbee Wings;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
CHIKI JET Z;;PT Indofood CBP Sukses Makmur Tbk;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
TARO;Premier Marketing Public Company Limited;;FOOD PACKAGING;FP;LDPE;ML;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
DUA KELINCI;Dua Kelinci;;FOOD PACKAGING;FP;LDPE;ML;7;Kuningan;West Java;23/09/2023;Outdoor;Mountain
HOT HOT POP;Indofood;PT Bronson Prima Industri;FOOD PACKAGING;FP;O;SL;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
CHIKI BALL;PT. Indofood Fritolay Makmur;PT. Indofood Fritolay Makmur;FOOD PACKAGING;FP;HDPE;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
ROMA;Mayora Indah;;FOOD PACKAGING;FP;LDPE;ML;6;Kuningan;West Java;23/09/2023;Outdoor;Mountain
KAPAL API;Santos Jaya Abadi;;FOOD PACKAGING;FP;LDPE;ML;39;Kuningan;West Java;23/09/2023;Outdoor;Mountain
TOP CAPPUCINO;;PT. Harum Alam Segar Gersik;FOOD PACKAGING;FP;LDPE;ML;7;Kuningan;West Java;23/09/2023;Outdoor;Mountain
ENERGEN;Mayora Indah;;FOOD PACKAGING;FP;LDPE;ML;49;Kuningan;West Java;23/09/2023;Outdoor;Mountain
GOOD DAY;Britania Industries Ltd.;;FOOD PACKAGING;FP;LDPE;ML;54;Kuningan;West Java;23/09/2023;Outdoor;Mountain
INDOCAFE;Indofood;;FOOD PACKAGING;FP;LDPE;ML;21;Kuningan;West Java;23/09/2023;Outdoor;Mountain
FRISIAN FLAG;FrieslandCampina;;FOOD PACKAGING;FP;LDPE;ML;32;Kuningan;West Java;23/09/2023;Outdoor;Mountain
INDOMILK;Indofood;;FOOD PACKAGING;FP;LDPE;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
NEO COFFEE;;WINGSFOOD;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;FOOD PACKAGING;FP;O;SL;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
CHOCOLATOS;Garuda Food;;FOOD PACKAGING;FP;LDPE;ML;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MILO;Nestle;;FOOD PACKAGING;FP;LDPE;ML;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
KOPI ABC SUSU;Santos Jaya Abadi;;FOOD PACKAGING;FP;LDPE;ML;13;Kuningan;West Java;23/09/2023;Outdoor;Mountain
HILO;FairPack Indonesia;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
CAFFINO;Sumber Kopi Prima;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
ANGET SARI;Forisa Nusa Persada;;FOOD PACKAGING;FP;LDPE;ML;17;Kuningan;West Java;23/09/2023;Outdoor;Mountain
NUTRISARI;NutriFood;;FOOD PACKAGING;FP;LDPE;ML;7;Kuningan;West Java;23/09/2023;Outdoor;Mountain
JAHE MERAH;;PT anugrah persada alam;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
BENG BENG;Mayora Inda;;FOOD PACKAGING;FP;LDPE;ML;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MAXTEA;;PT. SARI INCOFOOD CORPORATION;FOOD PACKAGING;FP;LDPE;ML;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
LUWAK;Java Prima Abadi;;FOOD PACKAGING;FP;LDPE;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SIDOMUNCUL;Indurstri Jamu dan Farmasi Sido Muncul;;FOOD PACKAGING;FP;LDPE;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
KOPI 7 ELEMEN;;HNI;FOOD PACKAGING;FP;LDPE;ML;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
VIT;Tirta Investama;;BEVERAGE;FP;PET;SL;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
POCARI SWEAT;Otsuka;;BEVERAGE;FP;PET;SL;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
TRIESTE;;;BEVERAGE;FP;PET;SL;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;BEVERAGE;FP;PET;SL;17;Kuningan;West Java;23/09/2023;Outdoor;Mountain
OXY;;PT.Oxy Indomed;BEVERAGE;FP;PET;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
TEH BOTOL;Sinar Sosro;;BEVERAGE;FP;PET;SL;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
GOLDA;Wings;;BEVERAGE;FP;PET;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
GOOD DAY;Britania Industries Ltd.;;BEVERAGE;FP;PET;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
TORACAFE;;PT Torabika Eka Semesta;BEVERAGE;FP;PET;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
AMIDIS;;PT Amidis Tirta Mulia;BEVERAGE;FP;PET;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
NUTRIBOOST;The Coca-Cola Company;;BEVERAGE;FP;PET;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
CIMORY;Mountain Dairy;;BEVERAGE;FP;PET;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
LARUTAN CAP KAKI TIGA;Kino;;BEVERAGE;FP;PET;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MOGU MOGU;Sappe;;BEVERAGE;FP;PET;SL;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
GOOD MOOD;Suntory Beverage & Food;;BEVERAGE;FP;PET;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
ADEM SARI;Sari Enesis Indah;;BEVERAGE;FP;PET;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
ADES;The Coca-Cola Company;;BEVERAGE;FP;PET;SL;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
KOPI BAPER;;INDOMARET GRUP;BEVERAGE;FP;PET;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
KOPI KENANGAN;;PT Bumi Berkah Boga;BEVERAGE;FP;PET;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MOUNTOYA;;PT. TOYAMILINDO;BEVERAGE;FP;PET;SL;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SAMBAL INDOFOOD;Indofood;;BEVERAGE;FP;PET;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
CLEO;Tanobel Food;;BEVERAGE;FP;PET;SL;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
ISOPLUS;Wings;;BEVERAGE;FP;PET;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;BEVERAGE;FP;PET;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
NEXTAR;Nabati;;FOOD PACKAGING;FP;O;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
KALPA;Mayora Indah;;FOOD PACKAGING;FP;O;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MILKLIFE;;PT. Global Dairi Alami;BEVERAGE;FP;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
TEH KOTAK;Ultrajaya;;BEVERAGE;FP;O;ML;6;Kuningan;West Java;23/09/2023;Outdoor;Mountain
CHOKI CHOKI;Mayora Indah;;FOOD PACKAGING;FP;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
TOLAK ANGIN;Sidomuncul;;MEDICINE;FP;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
PROMAG;Kalbe Farma;;MEDICINE;FP;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SARI GANDUM;Mayora Indah;;FOOD PACKAGING;FP;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
POCKY;;PT Glico Indonesia;FOOD PACKAGING;FP;O;ML;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SARI KACANG HIJAU;Ultrajaya;;BEVERAGE;FP;O;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
ULTRA MILK;Ultrajaya;;BEVERAGE;FP;O;ML;5;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MILO;Nestle;;BEVERAGE;FP;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
CLEVO;;GARUDA FOOD;BEVERAGE;FP;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
INDOMILK;Indofood;;BEVERAGE;FP;O;ML;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
TEH SOSRO;Indofood;;BEVERAGE;FP;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
ULTRAMILK;Ultrajaya;;BEVERAGE;FP;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
TANGIT;;Henkel AG & Co. KGaA;GLUE;PM;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
GUDANG GARAM;Gudang Garam Tbk.;;CIGARETTE PACKAGING;SM;O;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
GERY SALUT;Garuda Food;;KEMASAN PLASTIK;FP;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SARUNG TANGAN;;PT. Yutaka Asia Indonesia;KARDUS SARUNG TANGAN;PC;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
YUMMY CHOICE;;PT. Indomarco Prismatama;FOOD PACKAGING;FP;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;PIRING KERTAS;FP;PS;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
CHAMP;Thai Vegetable Oil Public Company Limited;;FOOD PACKAGING;FP;LDPE;ML;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SHIPUDO;Unbranded;;FOOD PACKAGING;FP;O;SL;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SO NICE;So Good;;FOOD PACKAGING;FP;O;SL;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SALAM;unbranded;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
HISANA;;PT. Selahonje Jaya Mandiri;FOOD PACKAGING;FP;O;Unsure;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
BASO IKAN;unbranded;;FOOD PACKAGING;FP;O;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
KECAP GUNA;;PT Multi Sari Sedap;FOOD PACKAGING;FP;PET;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
KECAP SEDAP;Karunia alam segar;;FOOD PACKAGING;FP;PET;SL;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
TOLAK ANGIN;Sidomuncul;;FOOD PACKAGING;FP;LDPE;ML;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;FOOD PACKAGING;FP;O;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MILKITA;Unifam;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
FILMA;Smart;;FOOD PACKAGING;FP;LDPE;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
INDOFOOD;Indofood;;FOOD PACKAGING;FP;LDPE;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
palmia;;PT Salim Ivomas Pratama Tbk;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
KOMIX;Bintang Toedjoe;;KEMASAN MEDICINE;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MUNDIVIKTOR;;PT. Taru Martani ;CIGARETTE PACKAGING;FP;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
BATAVIA;Indomultimas Perkasa;;BEVERAGE;FP;PP;SL;16;Kuningan;West Java;23/09/2023;Outdoor;Mountain
FRESH;Unbranded;;BEVERAGE;FP;PP;SL;24;Kuningan;West Java;23/09/2023;Outdoor;Mountain
ALE ALE;Tirta Alam;;BEVERAGE;FP;PP;SL;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
NALALA;;PT mayora;BEVERAGE;FP;PP;SL;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
CRISTALINE;Groupe Alma;;BEVERAGE;FP;PP;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
AMILS;Unbranded;;BEVERAGE;FP;PP;SL;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
EVATA;Unbranded;;BEVERAGE;FP;PP;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
AQUAKU;Unbranded;;BEVERAGE;FP;PP;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;BEVERAGE;FP;PP;SL;75;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;BEVERAGE;FP;PP;SL;200;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;SENDOK PLASTIK;FP;PP;SL;96;Kuningan;West Java;23/09/2023;Outdoor;Mountain
TEH PUCUK;Mayora Indah;;BEVERAGE;FP;PP;SL;5;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UC 1000;Djojonegoro;;TUTUP BOTOL;FP;PP;SL;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
COCA COLA;The Coca-Cola Company;;TUTUP BOTOL;FP;PP;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;TUTUP BOTOL;FP;PP;SL;44;Kuningan;West Java;23/09/2023;Outdoor;Mountain
VIT;Tirta Investama;;TUTUP BOTOL;FP;PP;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
KRATING DAENG;Asia Health Energy Beverages;;TUTUP BOTOL;FP;PP;SL;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
LARUTAN CAP KAKI TIGA;Kino;;TUTUP BOTOL;FP;PP;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
POCARI SWEAT;Otsuka;;TUTUP BOTOL;FP;PP;SL;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
GOOD DAY;Britania Industries Ltd.;;TUTUP BOTOL;FP;PP;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;TUTUP BOTOL;FP;PP;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
CLEO;Tanobel Food;;TUTUP BOTOL;FP;PET;SL;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SAMYANG;SAMYANG FOODS;;FOOD PACKAGING;FP;LDPE;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MIE OVEN;;PT Dellifood Sentosa Corpindo;FOOD PACKAGING;FP;LDPE;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MIE SALAM;;PT Sentrafood Indonesia;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
PIPA;;UNBRANDED;BAHAN BANGUNAN;HP;PVC;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
PIPA SAMBUNG;;UNBRANDED;BAHAN BANGUNAN;HP;PVC;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
GUDANG GARAM;Gudang Garam Tbk.;;;SM;O;ML;11;Kuningan;West Java;23/09/2023;Outdoor;Mountain
GUDANG GARAM;Gudang Garam Tbk.;;;SM;O;ML;8;Kuningan;West Java;23/09/2023;Outdoor;Mountain
JUARA KRETEK;;PT Tri Sakti Purwosari Makmur;CIGARETTE PACKAGING;SM;O;ML;7;Kuningan;West Java;23/09/2023;Outdoor;Mountain
CLASS MILD;Nojorono Tobacco International;;CIGARETTE PACKAGING;SM;O;ML;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MALBORO;Philip Morris USA;;CIGARETTE PACKAGING;SM;O;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
CAMEL;Reynolds American, Inc.;;CIGARETTE PACKAGING;SM;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
DJARUM SUPER;Djarum;;CIGARETTE PACKAGING;SM;O;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
ESSE;Korea Tomorrow & Global Corporation;;CIGARETTE PACKAGING;SM;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
NESLITE;;PT Merapi Agung lestari;CIGARETTE PACKAGING;SM;O;ML;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
DJARUM SUPER;Djarum;;CIGARETTE PACKAGING;SM;O;ML;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
DJI SAM SOE;HM SHAMPOOerna, Tbk;;CIGARETTE PACKAGING;SM;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
LA;British American Tobacco;;CIGARETTE PACKAGING;SM;O;ML;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MAGNUM FILTER;;PT HM SHAMPOOerna Tbk;CIGARETTE PACKAGING;SM;O;ML;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
DUNHILL;British American Tobacco;;CIGARETTE PACKAGING;SM;O;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SHAMPOOERNA MILD;Philip Morris International;;CIGARETTE PACKAGING;SM;O;ML;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SCORPIONS;;DJARUM;CIGARETTE PACKAGING;SM;O;ML;4;Kuningan;West Java;23/09/2023;Outdoor;Mountain
HURUMANIS;Unbranded;;CIGARETTE PACKAGING;SM;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
KEMBANG TEBU;;PT Armando Intertobacco Industry;CIGARETTE PACKAGING;SM;O;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
BOLD;djarum;;CIGARETTE PACKAGING;SM;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
ON BOLD;Cakra Guna Cipta;;CIGARETTE PACKAGING;SM;O;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
FLASH;British American Tobacco;;CIGARETTE PACKAGING;SM;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
AL QOMAR;;PT SEJUK malang;CIGARETTE PACKAGING;SM;O;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
isoplus;Wings;;BEVERAGE;FP;PET;SL;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MIGI MIGI;Momogi;;BEVERAGE;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
RELAXA;Agel Langgeng;;CANDY;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MOMOGI;Sari Murni;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SIIP;Nabati Snack;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;FOOD PACKAGING;O;O;SL;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
ASTOR;Mayora Indah;;FOOD PACKAGING;FP;LDPE;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
ROLLS RECHESS;;NABATI;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
YUPI;Yupindo;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
CHOCOLATOS;Garuda Food;;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
COCO POP;;PT. Nirwana Lestari;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
CRACKERS SERENA;;PT. Serena Cafetaria Rasa;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
FIESTA;RFM Corporation;;FOOD PACKAGING;FP;LDPE;SL;3;Kuningan;West Java;23/09/2023;Outdoor;Mountain
SO GOOD;;JAPFA;FOOD PACKAGING;FP;LDPE;SL;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
DALING;;PT DUTAMASINDO LABORA JAYA;FOOD PACKAGING;FP;LDPE;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
MITRA KU;;PT. Sekar Bumi;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
GEBOY 999;;PT Petra Sejahtera Abadi;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UENAAK;;BELFOODS;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
BARTOZ;;PT.Porto Food Indonesia;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
HEMATO;;PT. Dagsap Endura;FOOD PACKAGING;FP;LDPE;ML;1;Kuningan;West Java;23/09/2023;Outdoor;Mountain
OKEY;Cheroen Pokphand Indonesia Tbk;;FOOD PACKAGING;FP;LDPE;ML;2;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;NET;HP;LDPE;SL;294;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;PLASTIC BAG;HP;LDPE;SL;111;Kuningan;West Java;23/09/2023;Outdoor;Mountain
UNKNOWN;Unbranded;;PLASTIC BAG;FP;LDPE;SL;366;Kuningan;West Java;23/09/2023;Outdoor;Mountain
frisian flag;FrieslandCampina;;MILK;FP;HDPE;ML;12;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
pepsodent;Unilever;;TOOTHPASTE;PC;HDPE;ML;2;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
sunsilk;Unilever;;SHAMPOO;PC;HDPE;ML;1;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
nu greentea;;PT ABC;BOTTLE;FP;PET;ML;1;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
dilan;Unbranded;;FOOD PACKAGING ;FP;HDPE;ML;1;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
olala cake;Unbranded;;FOOD PACKAGING ;FP;HDPE;ML;1;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
qtela;IndoFOOD PACKAGING ;;FOOD PACKAGING ;FP;HDPE;ML;1;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
unibis;;PT universal indoFOOD PACKAGING  product;FOOD PACKAGING ;FP;HDPE;ML;6;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
no brand;Unbranded;;FOOD PACKAGING ;FP;HDPE;ML;2;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
opaq;Unbranded;;FOOD PACKAGING ;FP;HDPE;ML;1;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
dancing pop;;PT. Internusa FOOD PACKAGING ;FOOD PACKAGING ;FP;HDPE;ML;1;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
Sanmie;Unbranded;;FOOD PACKAGING ;FP;HDPE;ML;1;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
kiko ;;PT. Kiko Energy Indonesia;FOOD PACKAGING ;FP;LDPE;SL;2;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
handsock;Unbranded;;SOCK;O;O;Unsure;9;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
jelly gum ;;PT. Yupi Indo Jelly Gum;FOOD PACKAGING ;FP;LDPE;ML;1;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
MASK;Unbranded;;MASK;O;O;Unsure;1;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
no brand;Unbranded;;MEDICINE;O;O;Unsure;1;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
cleo;Tanobel FOOD PACKAGING ;;BOTTLE;FP;PET;SL;3;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
fanta;The Coca-Cola Company;;;FP;LDPE;SL;2;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
kiss;Mayora Indah;;BOTTLE;FP;LDPE;ML;1;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
ainiqua;;PT aini Sejahtera;FOOD PACKAGING ;FP;LDPE;SL;1;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
coffee mix;;Indocafe;BOTTLE;FP;LDPE;ML;17;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
sania;Bina Karya Prima;;COOKING OIL;FP;LDPE;SL;1;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
unknown;Unbranded;;STRAW;FP;LDPE;SL;42;Sabang;Aceh;30/09/2023;Outdoor;Coast/Shoreline
